num_lstm_units,accuracy,f1_score,loss,train_time
32,0.7225000262260437,0.7145702538522126,0.7348697185516357,18.45702815055847
64,0.7124999761581421,0.6749820097071026,0.8032703399658203,22.284852743148804
128,0.6000000238418579,0.6034810698915368,1.010290503501892,46.95303821563721
