num_lstm_layers,accuracy,f1_score,loss,train_time
1,0.7400000095367432,0.7319070508367832,0.7380515933036804,13.655902624130249
2,0.737500011920929,0.7188460556917663,0.8150705099105835,30.071777820587158
3,0.6424999833106995,0.6450727233236179,0.9324626922607422,40.42170763015747
