num_layers,accuracy,f1_score,loss,train_time
2,0.6962000131607056,0.6944368563541752,0.8922217488288879,319.7310972213745
3,0.7178000211715698,0.7173284124458815,0.825875997543335,472.4819643497467
4,0.7215999960899353,0.7199634218419507,0.8239995837211609,525.5643103122711
