filter_config,accuracy,f1_score,loss,train_time
16-32-64,0.6669999957084656,0.6639937953060163,0.975955069065094,161.23044180870056
32-64-128,0.7206000089645386,0.7206388230451276,0.8884350657463074,280.31979274749756
64-128-256,0.7142000198364258,0.7110565599366307,0.8649922609329224,516.2884786128998
