num_layers,accuracy,f1_score,loss,train_time
1,0.6050000190734863,0.5937360746509012,1.8031628131866455,13.708446502685547
2,0.5375000238418579,0.5147379886700375,2.2870357036590576,19.87655520439148
3,0.48249998688697815,0.47337010560527126,2.691530704498291,28.23433518409729
