is_bidirectional,direction,accuracy,f1_score,loss,train_time
False,unidirectional,0.375,0.2005047576822073,1.3353357315063477,8.9606351852417
True,bidirectional,0.5724999904632568,0.5549098238806344,1.6571011543273926,17.524353981018066
