num_layers,accuracy,f1_score,loss,train_time
1,0.4424999952316284,0.4251565306445359,1.774260401725769,11.63985013961792
2,0.5475000143051147,0.5379413075754166,2.0150413513183594,21.01664662361145
3,0.3774999976158142,0.3458012110941316,2.788795232772827,19.577888250350952
