num_units,accuracy,f1_score,loss,train_time
24,0.4424999952316284,0.40296606415027475,1.835323452949524,13.292871952056885
48,0.6000000238418579,0.5709375213383407,1.618735909461975,17.67266583442688
96,0.6175000071525574,0.5951146374048131,1.646077275276184,17.86134386062622
