num_units,accuracy,f1_score,loss,train_time
24,0.675000011920929,0.6645833333333333,1.4268306493759155,31.0077166557312
48,0.5849999785423279,0.5626936026936027,1.735263705253601,29.974331855773926
96,0.6100000143051147,0.5901691674272512,1.6917310953140259,31.0472354888916
